TotalDisplacement 49780425
MaxDisplacement 9936
NumCells 51382
c1611 -36432 -1456
c49344 -38016 -40768
c37851 -39204 49952
c38419 -39336 -37744
c45727 -40260 -16576
c8872 -39930 -26152
c8924 -38016 6608
c31010 -38346 -31192
c16241 -37752 -8512
c23368 -37554 -7504
c19444 -36234 -2464
c17800 -38742 -26152
c13113 -39864 39368
c12778 -38544 -34216
c15635 -40128 -37240
c13711 -39534 -24136
c3198 -37950 -4480
c13921 -39138 -31696
c16898 -37950 -12544
c16997 -37884 3080
c37091 -38676 -35728
c43544 -37818 -4480
c22568 -37884 -33712
c10066 -37884 45920
c42230 -38808 -35224
c26095 -38148 -43288
c18175 -38346 -28672
c21035 -38016 -42784
c2359 -37752 -3976
c32954 -39930 -45808
c32570 -39270 -12040
c8679 -37224 3080
c45620 -39864 -26656
c47020 -38346 -32200
c34262 -38016 46424
c43142 -38082 -32200
c37158 -38082 -23128
c8990 -36432 -2968
c43647 -39006 -39760
c40570 -37752 -14560
c2353 -39600 -26656
c15574 -37950 -49336
c11059 -39204 -11536
c27466 -38676 -15064
c25055 -37620 -14560
c42423 -36762 -3472
c8357 -37818 -32200
c46945 -37554 -33208
c23340 -38280 -40264
c14216 -38874 12152
c25218 -38214 -31696
c25062 -37422 -32200
c25678 -37224 -40768
c27964 -37818 -12040
c22096 -38280 -46816
c48411 -37092 -14056
c23778 -37884 -56392
c34437 -38082 36848
c7095 -37620 -32704
c40090 -38280 -44296
c3452 -37752 -33712
c24571 -37290 -7504
c25352 -38742 -39760
c6054 -38808 16184
c46669 -36432 -61432
c14707 -38940 -47320
c22260 -38412 -25648
c18727 -37884 -30184
c51336 -38940 -37240
c40998 -38214 -55888
c24248 -39336 -27664
c41570 -37092 -41272
c21052 -38148 -35224
c9193 -38214 -39760
c14240 -38742 42392
c21591 -39864 -38248
c8125 -38808 -11536
c14045 -38148 -37744
c28166 -37554 1568
c699 -38148 56
c22664 -36828 -14056
c41626 -38940 -21616
c6380 -39336 -16072
c36335 -37950 -55888
c33296 -38940 -24640
c34534 -39864 14168
c41403 -37620 -4984
c47688 -39666 4088
c11782 -38148 -34216
c2988 -37488 -43288
c45985 -39930 -45304
c13545 -38544 26768
c10181 -38412 9128
c4780 -38742 12152
c27183 -37818 -31696
c39609 -38544 -15568
c17288 -37488 -32704
c5072 -38610 -18088
c31912 -38676 5096
c43272 -38280 -11536
c49716 -37884 56
c10519 -36696 -41776
c32990 -37356 -32704
c3760 -38610 -22120
c36980 -38280 -10024
c23394 -37422 1568
c30936 -36696 -42280
c17225 -38082 -49840
c19671 -38016 -52360
c36398 -39666 560
c28997 -39402 51464
c36106 -37884 -57400
c8373 -37488 -42784
c9597 -38808 4592
c34427 -38940 52472
c18443 -38478 11144
c18697 -37026 2072
c27855 -38478 20720
c48546 -39204 -27160
c5603 -37488 -50848
c42817 -38148 -25648
c25607 -39006 44408
c4875 -38544 -27160
c32572 -37752 -15064
c35014 -38016 49952
c22575 -38610 -43792
c4786 -38544 47432
c50453 -37554 -56896
c35849 -37224 -32704
c18345 -37686 3584
c15049 -37158 -33208
c32041 -38346 12656
c30442 -39072 13664
c27354 -38940 9632
c12322 -37092 -32704
c20367 -38742 4088
c44327 -37950 45416
c27293 -37752 -36736
c28383 -38412 4592
c12137 -37752 -6496
c28038 -37422 3584
c37541 -38346 1064
c14096 -38148 9128
c45750 -37356 -34720
c41672 -36762 -13048
c29391 -38082 1064
c14823 -37488 -33712
c5596 -36960 -32704
c31256 -37488 -57400
c25464 -36828 -8512
c22782 -37950 -43792
c6130 -37026 -33208
c40265 -39270 -45304
c5691 -39864 13160
c11954 -38016 -11536
c7296 -38346 12152
c29212 -37818 -43792
c22324 -38412 -23632
c4346 -36960 2576
c10335 -38412 -26656
c14742 -37488 -30184
c21133 -38280 30296
c29609 -38280 13664
c19777 -37620 -11032
c35968 -38280 4592
c39381 -37356 -51856
c10895 -37488 -50344
c44213 -38214 10640
c40441 -37290 -56896
c17575 -39336 -16576
c47774 -36696 -43288
c25154 -38940 -44800
c21671 -38478 -39256
c10463 -36564 -14056
c46313 -36696 -14560
c32737 -38742 37856
c4436 -37884 9128
c15017 -38940 48440
c2562 -37026 -32200
c32245 -37752 52472
c28122 -39072 -27664
c29681 -38808 -38752
c49504 -38016 16688
c44096 -37620 11648
c42171 -36894 -33208
c27481 -39336 13160
c14149 -38412 9632
c36460 -38280 34328
c47590 -37686 46928
c49038 -39072 13160
c16123 -38148 -26656
c26240 -38280 -22624
c31446 -37752 -34216
c9813 -37752 34832
c14727 -37488 61040
c28128 -39600 29792
c51308 -37422 -31696
c41504 -38082 51968
c11378 -37818 4088
c36656 -38610 -36232
c41409 -38544 -46312
c51 -38610 -53368
c30124 -38280 -24640
c8312 -37884 -27160
c40995 -38412 -27664
c35983 -37224 -30688
c18054 -36828 -32704
c28325 -37356 -11032
c23443 -38082 12152
c4024 -37422 -25144
c2517 -39072 8120
c31508 -37620 -22624
c46456 -37554 -12040
c35619 -37554 -55888
c26032 -37752 56
c40449 -37158 -49840
c30663 -37620 40376
c13604 -36894 -56896
c13095 -38610 -24136
c32909 -37620 -27160
c21088 -37422 -23128
c24574 -37356 52976
c3497 -38214 -9520
c48553 -39006 15176
c30509 -38016 4592
c22085 -37884 -57904
c49111 -38148 -47320
c51178 -37356 -27160
c26297 -37950 11144
c32678 -37290 -12040
c40899 -38808 13160
c46381 -38280 -29176
c43842 -38610 -45304
c34185 -37752 -21616
c46921 -37356 -7000
c8489 -38148 44912
c48528 -37422 -22120
c34447 -37488 -25648
c42723 -38808 33320
c8784 -37620 -40264
c39496 -40260 -58408
c90 -38148 -10024
c33290 -37884 4592
c44403 -36432 -8008
c6343 -38610 -17584
c33027 -37752 -44296
c51348 -36894 -32200
c30789 -36696 -9016
c11651 -37686 -49336
c10980 -38016 41888
c39481 -39468 -38248
c39101 -37752 -29176
c16563 -37884 -47320
c10060 -38148 9632
c46073 -38016 -10024
c20037 -38676 -44800
c36912 -37092 -11032
c23029 -37488 -11536
c3027 -37818 42896
c17141 -38280 -46312
c34440 -37620 16688
c35330 -37158 -31192
c2887 -38082 43400
c24671 -37026 -12040
c19297 -37950 25256
c42034 -36432 -9016
c2446 -37092 -30184
c50005 -36696 -40768
c32501 -37620 -47320
c14612 -39072 -38248
c40614 -37224 -29680
c4614 -37356 -38752
c25245 -37356 -33712
c31887 -37422 -17584
c47966 -36960 -35224
c3222 -38742 -45808
c3188 -38214 -36232
c28354 -37686 47936
c10850 -37488 30800
c12270 -40260 -17080
c22216 -37554 -39760
c22475 -36828 -30688
c17334 -37356 -34216
c40126 -37950 1064
c3765 -38610 43904
c34965 -37620 4592
c47473 -37554 -26152
c25638 -37620 -46816
c41119 -36960 -47320
c14879 -37290 -26152
c44700 -38082 -45304
c13094 -37752 -23632
c9071 -36894 -60928
c9561 -37884 -52864
c46819 -37356 47432
c29647 -39270 50960
c42116 -38742 560
c35950 -39204 -47824
c4863 -36696 -34720
c4730 -37554 -45304
c24254 -38412 16184
c23706 -38808 -28168
c34865 -37620 -24640
c3200 -38148 -18592
c19918 -37092 -46312
c26588 -36828 -42784
c23052 -37620 5600
c45697 -38148 -44800
c3710 -37620 -44800
c5947 -37488 -4984
c48914 -37620 -15568
c11268 -37488 -29176
c43380 -38214 51464
c50955 -37158 -55888
c27921 -37554 -45808
c38518 -37026 -45304
c13526 -36762 -23128
c15579 -38412 -55384
c22438 -37884 -55384
c12852 -37488 60536
c47460 -37620 60032
c16767 -37752 13664
c2762 -38280 13160
c33360 -39204 -21112
c48477 -38016 -21112
c34027 -37224 -10528
c49203 -36168 -41776
c26910 -36960 -40264
c21036 -37488 10136
c20226 -37620 -51352
c25231 -38610 37352
c2581 -37158 -43792
c18326 -37356 39872
c6021 -38676 22232
c38165 -38148 -28168
c2699 -37488 -26656
c45971 -38016 -47824
c24916 -36630 -26152
c8648 -37356 4592
c28537 -37488 -44296
c26939 -37488 -35728
c22474 -36828 -52360
c4017 -38148 13160
c15887 -37488 13664
c6778 -36432 -46816
c18227 -36894 51968
c9039 -38940 14168
c16946 -36498 -43792
c42734 -37290 -39760
c7566 -37224 -29176
c14979 -38808 14168
c36109 -37884 38864
c38628 -37422 -53368
c18059 -37752 -27664
c31882 -38016 48440
c45801 -36960 -37744
c7735 -38610 15176
c42739 -37950 -28672
c5662 -37356 -27664
c37561 -37620 -55384
c5300 -37092 -21616
c35714 -36168 -42784
c37332 -37686 -36232
c39757 -36630 -7504
c8405 -38412 14168
c46535 -37818 -39256
c35901 -37224 13664
c40157 -37884 14168
c35681 -37224 4592
c30399 -36498 -45304
c152 -36630 2072
c12456 -37092 -23632
c17833 -37422 14672
c41563 -36762 -25144
c409 -36432 -41272
c8993 -37422 12656
c38574 -37554 42392
c7946 -38346 15176
c29502 -37950 -24136
c10562 -36960 -24640
c32376 -36960 -22624
c31441 -36168 -9016
c46518 -36960 -44800
c33812 -38610 49448
c42670 -37752 -37240
c45920 -36432 -30184
c18121 -37818 12152
c48210 -37092 30296
c20265 -38082 50960
c48801 -38412 29792
c38847 -37158 -36232
c192 -36432 -46312
c47926 -38742 22736
c1367 -39270 8624
c16830 -36696 -27160
c14023 -38808 -58408
c9910 -37686 -28672
c14681 -37026 -9520
c32529 -38016 13160
c43366 -37356 56504
c19688 -36828 48440
c32539 -37224 -7000
c38353 -37620 -38248
c886 -35904 -42280
c11921 -36630 -31192
c18432 -37092 -35728
c42322 -36762 -60928
c19887 -37884 -28168
c5095 -37092 4592
c11528 -36564 -36736
c28371 -37224 -37240
c33763 -36564 -35728
c13566 -37290 -24136
c3817 -37488 -28168
c36813 -36828 -25648
c31582 -38478 22736
c8378 -38016 26264
c41325 -37224 -38248
c33646 -36498 -36232
c46272 -37026 51464
c15786 -36432 -23632
c30706 -38148 33320
c17766 -38610 50456
c5283 -36168 -47320
c27420 -36696 13664
c45369 -36168 -8512
c51371 -36696 -57904
c26299 -37224 16688
c39927 -36036 -8512
c50144 -37752 57008
c9815 -36894 1568
c44636 -36564 -15064
c38182 -38544 38360
c25479 -36630 -39760
c13199 -37158 12656
c49386 -37290 59528
c4550 -39864 -20608
c1197 -36432 -25648
c37285 -37026 14672
c7788 -38412 -53872
c11791 -37488 14168
c37775 -36366 -25144
c51009 -37884 15680
c14816 -37356 -49336
c26018 -38214 22736
c21678 -37356 13160
c50784 -36762 -22120
c17770 -36300 -40264
c33602 -38148 -16576
c44582 -37026 -24136
c47843 -36828 -26656
c48735 -36696 -56392
c39647 -38016 -16072
c31827 -37224 -50848
c42148 -37356 14168
c24325 -37290 -31696
c14224 -36630 14672
c20938 -36300 13664
c8714 -36696 -37240
c31633 -36762 12656
c17349 -36498 -56896
c31514 -38280 48944
c42173 -36564 -37744
c8632 -37356 -51352
c1574 -36696 -44296
c18768 -38874 8624
c27914 -38016 -16576
c45573 -36564 -7000
c40586 -38940 24248
c13461 -38412 39368
c42716 -36828 14168
c50754 -36894 -24136
c11355 -37422 50456
c36181 -37290 -28672
c29324 -37620 9128
c34822 -37752 15680
c20773 -36432 14168
c42918 -37422 12152
c37232 -38676 24248
c40991 -36036 13664
c42392 -37224 -53872
c7852 -37092 -28168
c47538 -37092 -6496
c47424 -36894 50960
c24857 -37224 -47824
c29218 -37752 53984
c38362 -37950 8624
c34055 -36828 46424
c1102 -36960 4592
c20507 -37224 57512
c7715 -37158 15176
c8225 -36564 52472
c49062 -37554 17192
c19990 -36960 -18592
c27986 -37422 43904
c30552 -36366 -45808
c46620 -38478 19208
c13217 -35904 13664
c49877 -37884 9632
c41931 -38280 8120
c7068 -37752 5096
c3790 -38148 8120
c20481 -36828 49952
c50942 -36696 2576
c31163 -36036 -13552
c15098 -37884 8120
c23153 -38280 7616
c25634 -36828 13160
c6438 -36828 -34216
c16719 -37224 -15568
c47068 -36300 -57400
c29396 -37950 20720
c47070 -37950 56000
c23039 -36366 12656
c32147 -36894 -31696
c27772 -37356 15680
c22340 -36234 12656
c34723 -37488 5096
c48794 -37818 35336
c21967 -36234 14672
c24490 -36300 -24640
c34557 -36234 50456
c38453 -35838 51464
c31288 -36762 15176
c45818 -36630 -24136
c31740 -36036 -61936
c25956 -36696 -32704
c24020 -36036 14168
c36222 -36564 -29680
c13502 -36696 -52864
c452 -38148 7112
c31046 -36894 43400
c32287 -36960 -15568
c1579 -35706 51968
c7640 -36960 -28168
c22619 -38874 -58912
c37929 -35772 -46816
c11276 -38280 -17080
c28223 -36696 -27664
c14500 -36960 -33712
c39517 -36366 -24136
c31411 -35970 14672
c50521 -36036 -57400
c34507 -38148 16184
c20300 -38016 33320
c44251 -35970 -25144
c38051 -38148 32312
c15133 -38412 -19096
c50817 -37026 12152
c1430 -37488 26264
c14618 -35970 -26152
c5875 -36300 13160
c4333 -36630 -55888
c35398 -36036 -9016
c7709 -36036 -37240
c95 -36366 15176
c13791 -36564 -27664
c37494 -37158 -28672
c11751 -37422 -58912
c22363 -37884 29792
c3536 -36300 -44800
c41905 -36828 16688
c49128 -35904 -36736
c13128 -37884 19712
c38568 -38214 28280
c19120 -36498 -12544
c18123 -36564 -47824
c45547 -35904 14168
c25857 -36432 -29176
c12525 -36894 -60424
c9963 -37026 3584
c43696 -37752 -16072
c11633 -37488 -16072
c38093 -36036 -37744
c38012 -36432 -7000
c32215 -35838 -25144
c235 -36564 46424
c8874 -38610 24752
c29011 -36828 -38248
c1521 -36036 -40264
c29891 -36168 13160
c36902 -37554 21224
c3356 -36432 -44296
c49113 -35706 50960
c45047 -36168 -35728
c5000 -35508 13664
c37580 -38610 55496
c47486 -38214 24752
c20390 -37356 -16576
c48424 -35904 13160
c30493 -35838 -36232
c41728 -35772 14168
c39850 -36630 12152
c16548 -37752 58520
c5900 -37026 10640
c8298 -36696 -26656
c37182 -36960 -10528
c33647 -38346 -48328
c44841 -36036 -40768
c35645 -37158 53480
c43961 -37752 7112
c36765 -36894 -28672
c9681 -36102 -56896
c16675 -36828 41888
c17929 -35772 -46312
c45660 -36432 -29680
c8946 -38808 23240
c26593 -36432 -27664
c1124 -37752 32816
c47101 -37290 40376
c39803 -37488 33320
c14371 -36234 -31192
c28262 -35904 -42784
c45349 -36300 -22624
c48716 -36762 3584
c38161 -39402 -20104
c46297 -37224 -16072
c5381 -36960 9632
c1717 -36564 30296
c6674 -37752 -17080
c4251 -35706 12656
c41366 -38610 27776
c9437 -38742 -20104
c39144 -36894 4088
c49 -37224 33320
c37717 -36168 -52864
c5130 -36960 16184
c2740 -35838 -45304
c37165 -36300 3080
c46590 -38610 -19600
c26881 -38214 33824
c2321 -36234 -55888
c43990 -36630 -28672
c33074 -36828 -11032
c7542 -37950 -19600
c33226 -35706 -56896
c19863 -36234 -12544
c50512 -38082 -20104
c41421 -36564 4592
c27790 -36828 -18592
c23055 -36564 16688
c41534 -35772 -25648
c42791 -35376 13664
c3809 -37554 28280
c45513 -36498 46928
c45518 -36300 -27664
c36574 -37356 -58408
c45704 -37026 11144
c11029 -36102 -60928
c41843 -37158 17192
c8506 -36630 -18088
c48209 -35574 12656
c26158 -37026 21224
c23217 -37950 22736
c25254 -36564 10136
c8884 -37356 32816
c14894 -35970 -60928
c19736 -36234 12152
c30272 -37554 -48328
c28051 -37224 -19096
c43913 -36828 15680
c47986 -36036 -44800
c3677 -35970 -55888
c28328 -36696 -19096
c41929 -37290 -19600
c51062 -37224 5096
c1233 -36300 16688
c33350 -37224 26768
c36270 -39864 29288
c48590 -37356 29792
c27624 -36960 32816
c37406 -36762 -19600
c15380 -36828 32816
c33280 -36498 42896
c44816 -36432 -51856
c50324 -36696 -53872
c8428 -39204 29288
c25258 -38676 -20608
c44072 -36696 16184
c520 -37554 59024
c15832 -37950 33824
c34444 -36102 -60424
c47489 -37026 40880
c35875 -36894 -48328
c2181 -37290 42392
c38819 -35508 -37240
c9955 -36432 -21616
c26219 -38148 -20608
c19327 -37224 -55384
c34068 -37356 7616
c1006 -36630 41384
c48689 -37554 -59416
c36217 -37686 8624
c13553 -38148 25760
c27608 -36564 32816
c7554 -35904 -47824
c38505 -36828 -51352
c4703 -37092 31304
c15506 -36300 -28168
c36705 -37422 -20104
c10434 -37422 27776
c35477 -37818 44408
c23031 -38280 17696
c44231 -36366 41384
c32668 -36366 47936
c2070 -36432 -18592
c43072 -36762 40880
c33249 -37752 -48832
c20903 -36036 -22624
c22680 -35772 -8008
c3950 -36630 44408
c51117 -36498 -28672
c6682 -36300 26264
c22443 -36036 -19096
c15036 -37422 18200
c11965 -38874 20216
c8580 -35904 -18592
c30136 -36828 -55384
c48086 -36102 -19600
c51332 -36366 11144
c2154 -36432 -26656
c9192 -36234 11144
c28292 -37422 20720
c13543 -36696 9128
c45684 -36300 -29680
c22214 -36102 59024
c51169 -36234 -18088
c12447 -35904 -24640
c47606 -36696 15680
c5209 -37620 -17080
c38967 -36894 -20104
c26000 -37488 -20608
c24586 -35574 -19600
c32554 -36300 -55384
c50192 -36432 15680
c4951 -37686 -4480
c44323 -37554 33824
c8163 -36960 25760
c12507 -37092 -20608
c38988 -36234 -17584
c2227 -36696 19712
c1154 -37224 11648
c34234 -36300 -11536
c50069 -37290 19208
c22286 -36102 -59416
c23905 -38544 23240
c950 -36432 9128
c24810 -35508 -56392
c13850 -37686 24752
c31182 -35376 -47320
c2813 -36102 3584
c737 -36234 43904
c48991 -35508 -19096
c9779 -37092 11648
c16 -35970 4088
c44788 -36432 11648
c31181 -38544 28784
c30664 -36366 -20104
c26015 -36102 -48328
c19212 -37224 -17080
c814 -35508 -18592
c47492 -37290 8624
c51042 -35970 -18088
c26964 -38478 21728
c46309 -36234 46928
c32069 -36102 10640
c46992 -36894 20720
c28570 -36300 -38248
c40209 -36432 45920
c41624 -37290 24752
c12570 -35904 -51352
c30752 -35112 -19096
c3304 -35970 -20104
c3964 -36036 15680
c23784 -36696 -20608
c28194 -36828 -21112
c2945 -35838 11144
c11864 -36960 8120
c47782 -36960 5096
c18099 -36894 36848
c36285 -37290 58016
c45007 -36828 44912
c44174 -36564 48440
c14969 -36102 -22120
c22799 -35508 -46312
c41714 -38016 48944
c45588 -35838 -17584
c42067 -37686 22736
c39019 -36300 -20608
c17521 -37290 45416
c51220 -37620 -48832
c11140 -36762 19208
c6583 -35970 -12544
c34751 -36894 8624
c21142 -36828 -10528
c9344 -36630 -9520
c13978 -37488 22232
c23678 -36432 -21112
c1773 -36828 58520
c37933 -36564 -11032
c1742 -35970 15176
c47501 -36036 16688
c24371 -38016 24248
c26337 -35046 -19600
c45058 -36300 30296
c14895 -37092 -17080
c48675 -35706 4088
c2685 -35574 -18088
c44764 -36432 16184
c39233 -36960 -16576
c25517 -35838 -12040
c35754 -35904 56504
c37676 -35706 14672
c38175 -37290 22736
c4273 -36036 9128
c28958 -36036 -11536
c30994 -37422 55496
c39893 -37686 20216
c33790 -36564 9632
c16983 -36036 11648
c13816 -35244 -47824
c44856 -37884 28784
c26950 -36300 -21112
c11781 -35112 -18592
c30818 -36234 42896
c25851 -35442 -55888
c23182 -36828 -16576
c3013 -36630 37352
c14250 -35112 -47320
c16779 -36366 20720
c29553 -37224 -48832
c9161 -35508 -8008
c43700 -36300 48440
c40302 -35574 -20104
c14289 -36102 47936
c49867 -36036 61040
c50939 -36036 61544
c37620 -36036 60536
c46916 -38280 27272
c17232 -35442 -20104
c3722 -35244 -56392
c13906 -36300 -7000
c15310 -36564 8120
c47095 -38148 23240
c34338 -36366 -39256
c25454 -35640 14168
c30839 -36696 -17080
c43139 -36366 40376
c1462 -35442 -18088
c42960 -35376 -37744
c50149 -35706 -17584
c37271 -35640 -52360
c34041 -35640 -35728
c12809 -37620 28784
c50885 -36102 -28672
c30075 -37356 28784
c9977 -36498 21224
c17423 -35706 -45808
c37631 -36564 -48832
c18717 -38016 29288
c4637 -36498 8624
c24154 -35112 61544
c31960 -35112 61040
c16711 -35310 -18088
c33247 -35244 -36736
c22940 -37158 20216
c2300 -36300 -48832
c34417 -35970 21224
c9466 -36234 -53368
c9760 -35178 -20104
c50611 -37026 22736
c14737 -36168 16184
c31657 -35310 -48328
c25456 -35838 20720
c21092 -36762 25256
c37048 -35244 -61936
c20245 -35904 -48832
c36695 -37554 21728
c39465 -35640 49952
c4636 -36960 7616
c19229 -35706 15176
c16815 -36102 45416
c11410 -35178 -18088
c7455 -34848 -18592
c37150 -36564 7616
c17702 -35706 -12544
c10289 -36300 30800
c24046 -38742 18704
c25208 -35970 20216
c22904 -36696 -16576
c37029 -36630 21728
c4709 -37290 1064
c47058 -34716 -19096
c7598 -35772 15680
c13043 -37158 24752
c43730 -36498 56000
c40217 -36300 32816
c50347 -36036 3080
c43640 -35112 -61432
c7389 -36036 -29176
c33591 -35904 -38752
c16538 -37356 29288
c42631 -37752 27272
c35240 -35970 43904
c7646 -34782 -19600
c15991 -35904 -55384
c46868 -36102 8624
c7155 -35310 20720
c45866 -36300 9632
c45401 -35640 -48832
c31220 -36168 32816
c32024 -36036 9632
c11346 -35046 -20104
c48158 -35310 14672
c6798 -36432 -17080
c14822 -37620 -3976
c33632 -35706 43400
c42753 -36960 17696
c42805 -35904 -20608
c12671 -35772 -20608
c23428 -35640 -20608
c33754 -35508 19712
c15694 -37290 49448
c26714 -35376 15680
c46183 -36366 -9520
c20091 -35244 -57904
c484 -36564 17696
c139 -35970 -7504
c33520 -36366 28280
c44567 -36168 7616
c11286 -36366 42392
c6662 -37092 29288
c30087 -35574 -12040
c2634 -35310 15176
c25103 -36168 29792
c3358 -36960 22232
c4305 -35508 -20608
c36158 -35178 -60928
c9522 -36168 -30688
c49501 -35310 -60424
c20031 -35838 12152
c12256 -35904 9632
c25130 -35508 9632
c3023 -36300 57008
c50562 -35376 -9016
c44929 -36762 22736
c2035 -35970 -39256
c21603 -35772 57512
c42305 -36036 26768
c51262 -35178 -55888
c49477 -35706 8624
c4376 -35046 -18088
c32213 -35640 10136
c38081 -36432 31304
c31974 -35574 -17584
c15373 -35244 -48832
c36746 -36762 37856
c15687 -35442 -17584
c49059 -35442 20216
c39858 -35904 8120
c26520 -36168 -17080
c35499 -38214 18704
c36319 -36168 31304
c50009 -35904 7616
c41613 -36960 7112
c16653 -36366 58016
c35382 -37158 18200
c3523 -36564 -10528
c15769 -35904 31304
c7799 -35838 45416
c10317 -36300 33320
c1095 -35508 -38752
c17090 -37620 23240
c17811 -36234 27776
c8702 -35772 16184
c37657 -38346 23744
c36513 -34848 -57904
c356 -35706 43904
c46599 -35112 9632
c13013 -35772 -11536
c50086 -37686 18704
c17590 -36696 7112
c5659 -37224 -3976
c29876 -37026 49448
c9372 -35772 25760
c45967 -34584 -57400
c2495 -37092 34328
c36116 -35838 -7504
c40904 -35442 -12544
c31195 -37752 24248
c14230 -36300 7112
c23011 -36696 22232
c38833 -35046 50456
c13415 -37224 35840
c5306 -35838 47936
c45579 -35508 -51856
c31401 -35376 9128
c31393 -36696 38864
c3894 -36564 -50344
c32976 -36168 28784
c46890 -35244 -51856
c12194 -35838 -26152
c23433 -35574 19208
c21475 -35574 -7504
c12608 -36432 22232
c7528 -36498 22736
c30149 -36894 6608
c8166 -36960 32312
c28711 -35574 25256
c15494 -36762 6608
c46561 -37092 27272
c17263 -35508 7616
c3660 -36366 6608
c30406 -35904 7112
c8376 -35112 25760
c7149 -36828 -10024
c16446 -35838 -22120
c36326 -35904 58520
c39351 -36168 22232
c32179 -34716 -18592
c17088 -35376 26768
c38693 -35376 14168
c49436 -36432 27272
c8833 -36300 -50344
c18299 -35772 7112
c38961 -35178 -17584
c1650 -35772 -24640
c13487 -36102 22736
c1072 -34980 19712
c9224 -35640 41888
c40836 -35112 26264
c29764 -35112 10136
c23808 -34848 25760
c48057 -38478 560
c29457 -37422 560
c47003 -36630 24752
c23374 -38280 39368
c23388 -35442 10640
c49363 -36036 -27160
c9533 -35904 -29680
c27940 -37356 31808
c28990 -34914 -17584
c8854 -36564 48944
c43917 -36036 -50848
c36416 -35904 -7000
c15172 -35178 14672
c28432 -35112 30296
c9799 -36168 27272
c22573 -36102 21728
c14774 -35310 56000
c29719 -35706 37352
c27436 -35046 56000
c49762 -34980 -51352
c8794 -36036 35840
c17752 -35904 27272
c49846 -35706 -28672
c26487 -35574 -26152
c32440 -37950 23744
c20551 -35904 22232
c45671 -37488 24248
c40648 -37092 24248
c33258 -35772 -7000
c2025 -35706 27776
c47984 -35838 35336
c34075 -34782 20720
c13610 -35640 17696
c32265 -34848 57008
c10250 -36102 -23128
c16216 -37224 23240
c42220 -35706 36848
c49915 -36102 -59920
c22652 -34518 -56896
c42115 -35442 43904
c36778 -37686 23744
c21817 -35838 22736
c32174 -35244 -9016
c40234 -37026 53480
c42144 -36696 23240
c22369 -35904 32816
c26147 -36036 5096
c24163 -35640 47432
c6847 -35640 -52864
c38551 -35508 -53872
c49706 -34386 25256
c18856 -35310 -7504
c40557 -35046 -53368
c27925 -34320 -57400
c23173 -35640 22232
c43120 -34980 58520
c9845 -36102 55496
c1354 -35112 30800
c7373 -34848 30296
c3408 -36234 1568
c1131 -34914 14672
c32193 -35904 -58408
c24652 -35178 28280
c12908 -35640 -25648
c39870 -35442 27776
c24724 -35640 -55384
c33109 -35508 28784
c34360 -35574 44408
c39080 -35442 44408
c47959 -35178 27776
c22971 -35574 37856
c1927 -35376 -7000
c23589 -36696 5600
c6279 -35904 -30688
c2649 -37092 -3976
c31333 -36432 -448
c9730 -36168 5600
c39105 -34848 30800
c29269 -35838 21728
c5064 -36828 24248
c6124 -35310 -13048
c28476 -36036 -30184
c34403 -35772 -26656
c43339 -35838 1568
c16326 -36762 49448
c6270 -34914 58016
c42286 -37554 54992
c15715 -35508 5096
c38020 -35508 13160
c11454 -35706 21728
c16686 -35838 -23128
c14684 -35376 17696
c8802 -34188 26768
c32586 -36828 6104
c14346 -35112 -52360
c16486 -35772 32312
c27724 -36300 48944
c44885 -36300 6104
c47374 -35442 21728
c16802 -35178 17192
c24184 -36828 34328
c33704 -35376 22232
c36404 -35112 17696
c3428 -37554 23744
c905 -34782 21224
c11517 -37290 23744
c20878 -35244 22232
c27300 -35310 42392
c44320 -35244 28784
c43415 -35508 -58408
c40271 -36564 38360
c49637 -35574 47936
c21082 -34716 27272
c41681 -35904 29288
c34964 -35112 22232
c23306 -35508 -5992
c39265 -35640 29288
c42529 -35442 8624
c41271 -36366 33824
c39808 -35508 -22120
c22732 -35178 21728
c13520 -35376 39872
c26144 -37422 54992
c3607 -34584 28784
c10896 -35046 -13048
c7516 -34848 22232
c2026 -35112 -8008
c9958 -36036 33320
c41223 -35178 8624
c34304 -37026 18200
c32036 -34452 27272
c6795 -35706 45416
c1231 -35640 5600
c17974 -33924 -57400
c37134 -34584 30296
c29564 -35574 35336
c8210 -34914 21728
c1000 -35508 8120
c5849 -35310 22736
c49807 -33924 26768
c49753 -35310 35336
c10391 -35376 29288
c37466 -34980 29792
c34690 -36564 24248
c15305 -35772 6104
c48669 -35046 -7504
c10859 -35376 49952
c15914 -34650 21728
c22765 -34782 -17584
c48347 -34848 -8512
c50622 -34254 21224
c15636 -36432 23240
c40183 -35442 24752
c10387 -36894 23744
c4206 -34914 20216
c9053 -35178 22736
c20107 -35376 43400
c40169 -35970 36344
c32512 -35970 -58912
c20303 -35376 16184
c45751 -34320 -51856
c36609 -35112 49952
c43466 -36168 23240
c20986 -35046 22736
c46097 -35112 29288
c21319 -34914 17192
c24616 -35112 16184
c8870 -34980 5096
c19462 -36696 31808
c37251 -35376 33320
c31755 -35178 -12544
c47638 -36498 49448
c12453 -35310 37856
c46045 -36630 -3472
c1850 -34980 -53872
c41133 -35706 1568
c22303 -36432 31808
c19251 -35310 44408
c9555 -35112 7616
c20946 -34584 22232
c10907 -33990 -56896
c26900 -35772 31808
c33625 -36762 23744
c13058 -34188 25760
