TotalDisplacement 3349410
MaxDisplacement 217
NumCells 210904
c166920 3621 8211
c166853 3617 7767
c163955 3585 3687
c68570 3630 5091
c140847 3613 4419
c208489 3609 2835
c200657 3627 7227
c163589 3587 3447
c165399 3593 3375
c163598 3616 3555
c194348 3627 7467
c31429 3595 4443
c73822 3635 5067
c163081 3617 3123
c167790 3616 8823
c140302 3558 4383
c165887 3598 8247
c8855 3632 5799
c30846 3497 5535
c163909 3608 3015
c8272 3623 5919
c200567 3625 3495
c8565 3619 5763
c196276 3620 7455
c194744 3619 7059
c195463 3598 7347
c173811 3614 7515
c12020 3553 5835
c112892 3624 6195
c163372 3626 3483
c196064 3613 6951
c166036 3600 8319
c194912 3611 6939
c158142 3601 9507
c74319 3608 5019
c140479 3608 4323
c69297 3611 5211
c163085 3599 3291
c164149 3597 3687
c88579 3623 4635
c195023 3603 7179
c52747 3625 4155
c203645 3620 2883
c165862 3606 8523
c167148 3588 8739
c161026 3612 11019
c149654 3611 8691
c159513 3611 9723
c208690 3523 2055
c165867 3594 8403
c158444 3611 9639
c165714 3606 8655
c165003 3591 3699
c68358 3635 4815
c112862 3623 6135
c8273 3598 5955
c27893 3641 4827
c196164 3604 7419
c70629 3623 5163
c84990 3620 6963
c116303 3612 6015
c2881 3640 4887
c164007 3618 3183
c208440 3647 2703
c55005 3610 4023
c9966 3629 5715
c67613 3604 6663
c73188 3599 5391
c166043 3607 8487
c195773 3605 7335
c163349 3609 3303
c166775 3620 7863
c70753 3626 5271
c208533 3523 1419
c195723 3625 6999
c51850 3623 4275
c140306 3608 4311
c145402 3620 4491
c8580 3605 5931
c162590 3614 10923
c162958 3601 3591
c52508 3625 4143
c51824 3615 4071
c194185 3609 6891
c165694 3606 8811
c158147 3601 9567
c72919 3593 6759
c164512 3613 3351
c126865 3588 6615
c69941 3618 4995
c144413 3615 4395
c68558 3613 4755
c116309 3605 6279
c112886 3621 6015
c160143 3611 9411
c122830 3605 6711
c110615 3619 6459
c159683 3613 9579
c195783 3613 7527
c30940 3617 5451
c69666 3592 5511
c173365 3608 7731
c194980 3610 7347
c164379 3610 3519
c73628 3622 5775
c10221 3603 5823
c2730 3620 4779
c158497 3611 9447
c7454 3640 5067
c208531 3621 2715
c164606 3618 3471
c207603 3613 2799
c165038 3592 3423
c12214 3623 5703
c198908 3628 7755
c194947 3613 7143
c75593 3628 5163
c140507 3627 4299
c52237 3611 3999
c164604 3597 3423
c32736 3506 5535
c86838 3608 4767
c196260 3629 7287
c173816 3620 7491
c53189 3574 4227
c74731 3645 4875
c70636 3624 4959
c164940 3556 3711
c196148 3609 6927
c74730 3642 4851
c208100 3523 1587
c167076 3614 9183
c72709 3625 5331
c199452 3631 4791
c194656 3606 7119
c201659 3626 4263
c164655 3613 3651
c163910 3627 3231
c165608 3591 7959
c163376 3600 3375
c112511 3572 6231
c165335 3607 3891
c73266 3629 5727
c165068 3624 3195
c196067 3617 7107
c149832 3621 7671
c159743 3614 9471
c167408 3608 9087
c166571 3622 8019
c207596 3622 2919
c67494 3587 5187
c173466 3613 7599
c194988 3615 7203
c166934 3626 8127
c164923 3613 3603
c174468 3601 7827
c162855 3615 10779
c166712 3615 8559
c174673 3611 7707
c89400 3599 4695
c32676 3629 5691
c204179 3617 4167
c158704 3613 9531
c209861 3601 6615
c161778 3619 10983
c160552 3618 10935
c51666 3604 4239
c8581 3631 5907
c173462 3618 7695
c68921 3581 5463
c166108 3608 8259
c20624 3633 4143
c165742 3614 8751
c142692 3606 4467
c163127 3616 3027
c28097 3618 5583
c207768 3640 5787
c73585 3625 5031
c166029 3623 8403
c108466 3595 6447
c194798 3628 7059
c12817 3632 4767
c159678 3606 9423
c194884 3616 7335
c149210 3602 7875
c29545 3569 5547
c101727 3613 4107
c158601 3626 9531
c158701 3602 9543
c163965 3625 3507
c70696 3514 5535
c165787 3614 7911
c205179 3601 3939
c67783 3623 5283
c150476 3601 6759
c164549 3622 3135
c174487 3626 7671
c164583 3608 3087
c159047 3616 9663
c163968 3617 2907
c163761 3603 3255
c164136 3610 3639
c195967 3611 7167
c73004 3618 6351
c29549 3628 5415
c67778 3607 5391
c31815 3616 4251
c144886 3637 4575
c195623 3608 7443
c68588 3648 4863
c165392 3618 3747
c194804 3622 6975
c174394 3625 7659
c88929 3616 4647
c139939 3639 4611
c140519 3529 4335
c72920 3612 6663
c165058 3615 3339
c163412 3617 2847
c161460 3617 10875
c203638 3617 2859
c9417 3621 3975
c112181 3605 6579
c52300 3636 4131
c70984 3619 6795
c68482 3595 5319
c167087 3608 8307
c72609 3638 5139
c73444 3628 6699
c165223 3602 2991
c67840 3631 5115
c164623 3611 3255
c197598 3616 4707
c72760 3599 5619
c166944 3612 8355
c163713 3620 3339
c86808 3644 4839
c165872 3600 8499
c52211 3624 4167
c9874 3617 6123
c71956 3633 5451
c67655 3592 5367
c163578 3596 3267
c165458 3620 8343
c8206 3635 4119
c163991 3608 3039
c140022 3616 4347
c165557 3607 7947
c167079 3619 8331
c52498 3595 4203
c73641 3621 6855
c158889 3617 9423
c196335 3623 7347
c157972 3624 9411
c149833 3606 7623
c60744 3613 3807
c196286 3631 7275
c140269 3629 4491
c158434 3618 9435
c73450 3595 6627
c164150 3594 3627
c73535 3601 5103
c105988 3609 9759
c207644 3614 2775
c173459 3631 7707
c160949 3631 10983
c165790 3610 8055
c20579 3626 4179
c158303 3612 9483
c141691 3599 4527
c194990 3626 7311
c162570 3619 10887
c115020 3614 6279
c165561 3624 8007
c163375 3608 3423
c196116 3624 7335
c165638 3598 8991
c69960 3611 5199
c12294 3608 5967
c72921 3599 6651
c165757 3619 9255
c165447 3619 8607
c165247 3627 3603
c71885 3640 4923
c113151 3596 6327
c194854 3617 6987
c167271 3619 8955
c72574 3603 6627
c140284 3590 4539
c163592 3613 3459
c195977 3622 7083
c166021 3605 9171
c166773 3612 7983
c12290 3630 5883
c8264 3613 5967
c208556 3620 2751
c53887 3636 3903
c52909 3579 4047
c163613 3630 3519
c194812 3625 6987
c194679 3606 7047
c165771 3599 7971
c60743 3608 3819
c205495 3625 4083
c73727 3616 6615
c161449 3619 10923
c164924 3632 3867
c163163 3610 2991
c165709 3626 8199
c165674 3620 8103
c162488 3629 10971
c164662 3625 3531
c167705 3628 8967
c70680 3633 5259
c74729 3652 4839
c164988 3601 3399
c158694 3610 9543
c88670 3652 4899
c194444 3615 7179
c199821 3604 4719
c166053 3632 7983
c67902 3628 5295
c162782 3607 10959
c163014 3618 2979
c14979 3627 2775
c194159 3637 7455
c26721 3633 5487
c123954 3612 6435
c196049 3630 7047
c111611 3601 6519
c70161 3640 5727
c73765 3600 5367
c208992 3523 2367
c113134 3632 6147
c164628 3621 3111
c51742 3632 4167
c195813 3626 7215
c141739 3635 4635
c164907 3631 3471
c167720 3621 8679
c208702 3622 2835
c166613 3628 8043
c73818 3605 5367
c166536 3610 8079
c115424 3612 6207
c194834 3631 7323
c73412 3615 6723
c163685 3605 3579
c168042 3608 8859
c194797 3621 7023
c85778 3621 6843
c163709 3635 3231
c165460 3600 8643
c167956 3621 8547
c67478 3610 6363
c173808 3626 7359
c160267 3621 9207
c141608 3595 4359
c60758 3603 4011
c166672 3605 8415
c68454 3639 5307
c165762 3622 9243
c10052 3628 5703
c163089 3621 3411
c167245 3573 8619
c167143 3628 8343
c68539 3634 5247
c164038 3570 3711
c163806 3626 3279
c159825 3623 9543
c70677 3624 5127
c86842 3598 4731
c111557 3614 6579
c203986 3625 4251
c160361 3620 10959
c164967 3622 3723
c113154 3627 6075
c85765 3622 7563
c194866 3636 7071
c69242 3636 5331
c54225 3611 4011
c167327 3611 8091
c10101 3614 3939
c173357 3609 7839
c159005 3622 9615
c53139 3643 4119
c73088 3611 5187
c174505 3626 7647
c144414 3597 4431
c140787 3593 4455
c122809 3629 6711
c53604 3625 3927
c194004 3631 7107
c52780 3630 4035
c159004 3621 9591
c163101 3614 3627
c163854 3606 3615
c53187 3572 4215
c9024 3616 3819
c71746 3629 4959
c163405 3623 2823
c20617 3619 4011
c8210 3633 4011
c163775 3615 3435
c53143 3626 4023
c110617 3613 6507
c10204 3653 5787
c197614 3557 9003
c75735 3615 5103
c145514 3614 4527
c194868 3623 6879
c166097 3612 8427
c70145 3605 5175
c167791 3623 8835
c196140 3636 7059
c209858 3605 6687
c158702 3623 9519
c68555 3616 4695
c209044 3658 4851
c196080 3626 7035
c126928 3633 6483
c159377 3614 9351
c141610 3637 4323
c10792 3623 4071
c164807 3618 3315
c209003 3634 2715
c7450 3641 4959
c164138 3613 3579
c163172 3629 3003
c141605 3634 4503
c163755 3629 3195
c69643 3631 5283
c196101 3634 7311
c162892 3617 3795
c164819 3623 3159
c167770 3624 8703
c164000 3605 3327
c10172 3648 5739
c159677 3621 9351
c67863 3661 4839
c142690 3631 4275
c194458 3620 6903
c209863 3615 6747
c195684 3615 7155
c158364 3624 9675
c142686 3605 4443
c188751 3624 7383
c166594 3622 7995
c159045 3607 9555
c159799 3629 9423
c67636 3624 5235
c158779 3631 9387
c114097 3624 6243
c163853 3611 3447
c75360 3519 5535
c126364 3602 6603
c208662 3531 2319
c200560 3609 9039
c174509 3637 7659
c208596 3624 2763
c113192 3622 6123
c163819 3623 3291
c165998 3625 8091
c61256 3621 3987
c69659 3578 5403
c53896 3625 3759
c8211 3637 4167
c68801 3638 5043
c140294 3605 4431
c163964 3637 3459
c68574 3637 4755
c175605 3623 7719
c128043 3624 6423
c208625 3625 2811
c160356 3625 10947
c195997 3614 6927
c30849 3631 5595
c88635 3630 4803
c68049 3604 5499
c8563 3634 5751
c140516 3610 4359
c167096 3607 8271
c72702 3642 5415
c70963 3625 6747
c9871 3624 6111
c10419 3622 4059
c10184 3612 6051
c72634 3636 5295
c97676 3624 6039
c165040 3623 3435
c31466 3634 4263
c116332 3598 6339
c111556 3614 6519
c52742 3635 4035
c10199 3623 5823
c52363 3649 4131
c164480 3615 3087
c195007 3641 7059
c142604 3583 4227
c51760 3636 4071
c101723 3641 4011
c163359 3630 3135
c160015 3619 9555
c173489 3615 7503
c32807 3646 5295
c194662 3633 7083
c88686 3626 4719
c67548 3628 5343
c195966 3636 7275
c29345 3524 5535
c196389 3634 7287
c208597 3523 1995
c71550 3636 5343
c160883 3621 11019
c113190 3625 6159
c163929 3626 3447
c165727 3625 8139
c159992 3625 9507
c196388 3616 7443
c113008 3624 6399
c88997 3622 4743
c162159 3623 11031
c69961 3645 5331
c54017 3621 3807
c31397 3644 4155
c70745 3635 5355
c67479 3594 5463
c196020 3626 6939
c139942 3619 4539
c158608 3622 9495
c167736 3635 8151
c3305 3631 4995
c54418 3642 3915
c165160 3630 3639
c52083 3642 4287
c72994 3626 6807
c142540 3640 4347
c208560 3660 2703
c53902 3628 3999
c158433 3627 9435
c72662 3641 5715
c159052 3625 9567
c113737 3632 6243
c173469 3642 7683
c194888 3647 7275
c26884 3608 5559
c165984 3621 8871
c8502 3633 5895
c67598 3613 6735
c157691 3619 9447
c164572 3634 3111
c67476 3639 5283
c194979 3621 7443
c200459 3647 4779
c194885 3623 7203
c8479 3655 5727
c159037 3627 9711
c8259 3635 5775
c174473 3627 7635
c101732 3614 3891
c28101 3635 5439
c163698 3632 3219
c167052 3642 8019
c112880 3631 6183
c161245 3627 10911
c129881 3619 6447
c166977 3619 8511
c157880 3632 9351
c70949 3623 6723
c207746 3637 6171
c198412 3626 8535
c199510 3638 4719
c163115 3617 3147
c139935 3620 4443
c67893 3623 6759
c161291 3641 10995
c7712 3639 4023
c208646 3618 2727
c73089 3636 4743
c122831 3631 6723
c70661 3643 5115
c165057 3619 3387
c173461 3611 7623
c203508 3630 4647
c113520 3616 6303
c196387 3640 7479
c52798 3627 3939
c67738 3610 5367
c164848 3609 3363
c8600 3613 5943
c164383 3632 3423
c142528 3628 4419
c70989 3619 6627
c86810 3621 4659
c8261 3627 5955
c208610 3631 2727
c159337 3634 9447
c12283 3634 5931
c194723 3633 7191
c164613 3618 3399
c101726 3635 4059
c8275 3640 5703
c129217 3628 6447
c166031 3627 8271
c126949 3607 6603
c166025 3624 9087
c163575 3633 3207
c73823 3620 5103
c86675 3627 4983
c167293 3628 8571
c67977 3626 6795
c11714 3607 5655
c71871 3639 5079
c166922 3637 8259
c196008 3639 7239
c31242 3628 4239
c194858 3631 6795
c86889 3639 4995
c140468 3623 4527
c194719 3648 7287
c165086 3634 3447
c195999 3629 6831
c198224 3629 6555
c195983 3633 6987
c163563 3620 3099
c68843 3605 6675
c163959 3631 3315
c199620 3621 6735
c123946 3617 6495
c68552 3642 4803
c166018 3629 9099
c163699 3635 3087
c167362 3629 8499
c72163 3620 5019
c196118 3634 7215
c20641 3637 3927
c74215 3652 4923
c165602 3614 8067
c165452 3596 3699
c173458 3621 7827
c71744 3635 4983
c162889 3639 2991
c160355 3634 10971
c165470 3629 8775
c194640 3639 7311
c194845 3622 7167
c160016 3630 9723
c174760 3609 7419
c165375 3633 3807
c144417 3644 4263
c165728 3629 8319
c140463 3581 4479
c73027 3617 5655
c68467 3619 5391
c175088 3598 7803
c198031 3641 6495
c166803 3628 8307
c142802 3611 4371
c164738 3641 3111
c123072 3627 6615
c165869 3625 8415
c163094 3633 3531
c72789 3629 5127
c196109 3639 6999
c164984 3627 3255
c199711 3661 4827
c113738 3617 6207
c68247 3601 5643
c150093 3643 8391
c173486 3628 7407
c196040 3629 7335
c164677 3616 3015
c67824 3616 5175
c69975 3661 4875
c208425 3629 2799
c195005 3630 6975
c11390 3637 5691
c72997 3618 6591
c165868 3635 8523
c163924 3628 3435
c163102 3608 3783
c167272 3627 8991
c167058 3629 8295
c70959 3607 6651
c72650 3605 6267
c11141 3595 4047
c164939 3629 3543
c73460 3633 6891
c68246 3619 5319
c71787 3664 4815
c30104 3630 5583
c196279 3629 7419
c163995 3628 3039
c163763 3640 3219
c101736 3606 4047
c166717 3614 8475
c165749 3624 8895
c69991 3647 4935
c167260 3631 8691
c126950 3645 6483
c162962 3638 2955
c7531 3636 5679
c196141 3644 7071
c164608 3614 3615
c31388 3638 4251
c165673 3614 8223
c164886 3632 3051
c20503 3648 4071
c164821 3645 3411
c163838 3625 3615
c160559 3639 10923
c195024 3629 7443
c142546 3646 4275
c194835 3631 7347
c51559 3646 4251
c72777 3628 5019
c88649 3652 4947
c194830 3639 7347
c165716 3635 8655
c159505 3630 9495
c113435 3629 6111
c72104 3652 5079
c210089 3628 6663
c140464 3604 4515
c163355 3624 3075
c145515 3629 4659
c162961 3637 2895
c163409 3633 2883
c32729 3636 5607
c196162 3624 7371
c196143 3631 7095
c194796 3644 7047
c196107 3631 7203
c167821 3589 8619
c70890 3627 6627
c68275 3636 6699
c68911 3647 5811
c166839 3633 8187
c158145 3630 9507
c166812 3631 8595
c85003 3641 6891
c70862 3615 6651
c9027 3645 5691
c173752 3640 7863
c113452 3611 6291
c163497 3640 3879
c193987 3649 7071
c175565 3637 7767
c163919 3634 3279
c196510 3633 7143
c164905 3629 3399
c163365 3635 3291
c164959 3620 3267
c8610 3622 6003
c142535 3626 4371
c73615 3648 5763
c86839 3638 4659
c164378 3642 3471
c67895 3620 5199
c194751 3627 6951
c157693 3630 9627
c73267 3655 5715
c195328 3639 7323
c173753 3610 7875
c195934 3655 7263
c166017 3579 9003
c195323 3634 7431
c72934 3615 5223
c11554 3644 5679
c125602 3633 6459
c19113 3649 5067
c159010 3634 9687
c87257 3654 5115
c74294 3634 4971
c166117 3639 8055
c204981 3625 4551
c173370 3647 7695
c163826 3634 3267
c9144 3625 3795
c20616 3632 3987
c167651 3632 8355
c69647 3638 5271
c70961 3620 6687
c194354 3637 7443
c71889 3653 4791
c113725 3633 6207
c73192 3645 5055
c159920 3643 9495
c73265 3639 5667
c165599 3605 8439
c140295 3626 4395
c69271 3618 5475
c12987 3656 5799
c196151 3633 6879
c71893 3660 4935
c31244 3587 4383
c52160 3652 4263
c200295 3608 4455
c73172 3638 5031
c163835 3634 3795
c10057 3647 5667
c163868 3639 3243
c72846 3654 5295
c163052 3635 3639
c165323 3626 3363
c164879 3643 3231
c158861 3643 9423
c70964 3640 6771
c209869 3606 8799
c34810 3575 5379
c175119 3606 7539
c196056 3632 7155
c196018 3621 6915
c105980 3636 9663
c174482 3614 7887
c164356 3632 3015
c9933 3668 5739
c164788 3636 3315
c194839 3646 7155
c60761 3645 3927
c202940 3654 5331
c70676 3624 5175
c197768 3620 6675
c74217 3591 5403
c167325 3631 8943
c194450 3636 7095
c164758 3642 3459
c142896 3617 4683
c195161 3636 7203
c163110 3624 3663
c26762 3600 5511
c207230 3581 4095
c197130 3642 3987
c51514 3643 4191
c52898 3646 3867
c208198 3635 2751
c165695 3609 8907
c166115 3622 8079
c173407 3613 7815
c126514 3628 6579
c112902 3580 6231
c167701 3637 8355
c173366 3640 7851
c96608 3616 6255
c196383 3636 6963
c86754 3673 4839
c200598 3649 3903
c67903 3652 5139
c10103 3650 3915
c53839 3653 3927
c74225 3642 4971
c72833 3636 5235
c112876 3615 6219
c194667 3638 6975
c167242 3638 8451
c68796 3657 4959
c165036 3637 3195
c198867 3649 6159
c140299 3641 4371
c75736 3625 5103
c70740 3627 5475
c204231 3615 5499
c159984 3641 9483
c26099 3647 5631
c164987 3625 3327
c163914 3648 3219
c31816 3657 4287
c195281 3643 7335
c116306 3624 6279
c207601 3637 2835
c167072 3637 9159
c51556 3631 4179
c196039 3629 7371
c197751 3637 9231
c163813 3634 3159
c164517 3640 3615
c174464 3631 7719
c158443 3637 9603
c173877 3633 7563
c10036 3663 5715
c73413 3628 6687
c167428 3629 8727
c142534 3660 4263
c116271 3625 6327
c166180 3634 8475
c71896 3663 4947
c158706 3628 9471
c174750 3634 7575
c52364 3652 4119
c167660 3645 8379
c70917 3636 5655
c194184 3629 6819
c87814 3666 4803
c75445 3667 4887
c166625 3636 9051
c163535 3615 3855
c196147 3638 6879
c142531 3649 4503
c159003 3634 9651
c164926 3638 3183
c167773 3635 8811
c165696 3638 8835
c165203 3638 3735
c159901 3628 9543
c167712 3620 7959
c52781 3637 4107
c173879 3622 7539
c194780 3639 7179
c196155 3650 7239
c163612 3636 3435
c10110 3643 5823
c194981 3648 7251
c150474 3637 6915
c166978 3641 8427
c52564 3598 4227
c113105 3642 6111
c208502 3638 2859
c166774 3618 7935
c54258 3641 3891
c165677 3649 8295
c166881 3638 9123
c74738 3646 4743
c204793 3637 3975
c163571 3627 3171
c174507 3595 7779
c68040 3639 6783
c161299 3637 11031
c194740 3630 7167
c68532 3629 5175
c166707 3596 8739
c158655 3646 9483
c53606 3663 3915
c163196 3633 3303
c165352 3623 3651
c165877 3639 8511
c167697 3634 8823
c163061 3608 8667
c68210 3633 6747
c163129 3654 2991
c194753 3636 6951
c8937 3638 4083
c74317 3621 5187
c84368 3639 9339
c162971 3643 3087
c209853 3640 8811
c7434 3663 5307
c158359 3641 9471
c162589 3625 11043
c175772 3607 7791
c12285 3644 5883
c166568 3643 8067
c51933 3649 4155
c145435 3633 4515
c52894 3668 3915
c195990 3644 6903
c67959 3639 5007
c164240 3653 3459
c72076 3621 6375
c174863 3632 7611
c195622 3639 7395
c149882 3640 8367
c163602 3650 3483
c53605 3649 4023
c158496 3635 9459
c12313 3673 5787
c126877 3627 6507
c6596 3640 2787
c173640 3646 7671
c164037 3625 3819
c72829 3658 5067
c158439 3637 9567
c161458 3640 10815
c116310 3648 6195
c203783 3645 4167
c162588 3649 10959
c73463 3643 5127
c163710 3644 3255
c210830 3652 6135
c166592 3639 7875
c68791 3654 4971
c196136 3642 7299
c73838 3632 5211
c113200 3650 6171
c160152 3642 9447
c12312 3662 5811
c138831 3621 4467
c53138 3606 4227
c164968 3649 3315
c166921 3627 8247
c167496 3652 8403
c88582 3650 4599
c206380 3582 3963
c51496 3637 4311
c165348 3602 3675
c166932 3636 8175
c162854 3641 10839
c166366 3645 8499
c73193 3654 5091
c208457 3637 2763
c11713 3673 5739
c166602 3634 7887
c113733 3648 6243
c5722 3663 4899
c163049 3632 3747
c128130 3634 6423
c165692 3629 8979
c194894 3639 7107
c164823 3640 3399
c140465 3626 4467
c12284 3645 5871
c166542 3637 8283
c196181 3639 7167
c166119 3643 8151
c196255 3643 7371
c116318 3646 6123
c165356 3613 3951
c208612 3647 2715
c158499 3639 9531
c67558 3648 4983
c194665 3625 6927
c73069 3630 4911
c113516 3639 6447
c196135 3620 7131
c194436 3642 7191
c208478 3641 2775
c116316 3655 6123
c73796 3582 5379
c164932 3624 3375
c158501 3633 9543
c112884 3629 6099
c166685 3637 8463
c163588 3624 3387
c163289 3641 2967
c165979 3632 8667
c196106 3655 7275
c140297 3634 4431
c203643 3673 2703
c167180 3616 8799
c162872 3609 3843
c208216 3646 3939
c199981 3642 7599
c51978 3663 4071
c207231 3650 4143
c203776 3642 2799
c86836 3646 4623
c163777 3634 3351
c86802 3640 4911
c123059 3636 6435
c68038 3643 6807
c88571 3665 4791
c113182 3645 6015
c73616 3569 5835
c162963 3652 3015
c163193 3654 3231
c166990 3646 8451
c140498 3649 4443
c11838 3639 6063
c209436 3622 5847
c73642 3648 6771
c196264 3656 7251
c194811 3642 6939
c161930 3642 10911
c53382 3664 3879
c195268 3612 7551
c87208 3660 5139
c31395 3656 4299
c173802 3656 7467
c74737 3622 4731
c164676 3630 3651
c10791 3658 4167
c165679 3654 8415
c164614 3640 3375
c159889 3646 9567
c166747 3636 9039
c164818 3656 3243
c167262 3642 8823
c208430 3660 2715
c205174 3624 3831
c203704 3652 4239
c115808 3634 6327
c159102 3635 9279
c194914 3642 6963
c164493 3652 3423
c196048 3631 7011
c196227 3625 7131
c162871 3666 3927
c68024 3664 4923
c163167 3644 3099
c52206 3661 4299
c88639 3661 4863
c196177 3655 7239
c141794 3642 4515
c195136 3639 7215
c144887 3664 4503
c194843 3648 7203
c53177 3648 4191
c70947 3635 6627
c160474 3642 11043
c149124 3646 7647
c200541 3632 7551
c158438 3649 9447
c165274 3642 3279
c159038 3633 9759
c86841 3638 4707
c209060 3648 3387
c75594 3653 4983
c173809 3646 7431
c159044 3624 9555
c205176 3626 3951
c88294 3641 4767
c149790 3614 7791
c174512 3651 7719
c144889 3655 4599
c166624 3638 8907
c68013 3674 4875
c198248 3623 6651
c164902 3647 3279
c8588 3611 5859
c165001 3609 3675
c157747 3644 9555
c196280 3647 7347
c165332 3638 3723
c166856 3642 7995
c26904 3617 3687
c113718 3664 6123
c165366 3643 3543
c166837 3646 8127
c187047 3615 7779
c162706 3647 10935
c52741 3654 4035
c52942 3603 4203
c166919 3654 8091
c167954 3636 8487
c113717 3661 6147
c163105 3646 3651
c72169 3647 5427
c67988 3625 5643
c158297 3651 9495
c141687 3658 4491
c164895 3642 3327
c71593 3619 6267
c175639 3643 7419
c162352 3654 10995
c201658 3661 4275
c7168 3671 4899
c159829 3638 9639
c20623 3662 4059
c174860 3643 7515
c194648 3655 7359
c159100 3639 9327
c167405 3656 8271
c73665 3643 6663
c116308 3650 6063
c662 3645 2943
c195143 3648 7371
c164897 3642 3267
c141770 3645 4575
c68238 3649 5343
c173412 3642 7743
c73358 3639 6759
c166030 3645 8355
c195686 3657 7083
c67601 3610 6639
c68797 3672 4923
c195717 3637 7023
c163760 3656 3219
c52507 3660 4119
c72094 3647 5043
c163161 3641 3123
c11720 3653 5691
c164675 3643 3627
c164141 3664 3639
c67961 3647 5007
c9833 3650 2763
c145899 3611 4383
c142797 3624 4407
c166734 3638 8991
c31423 3669 4275
c167218 3641 8211
c194975 3647 7395
c149764 3637 7731
c26718 3628 5499
c173487 3640 7623
c167266 3642 8607
c1655 3663 4995
c68912 3619 6603
c73342 3661 5691
c166357 3649 8211
c71794 3671 4851
c165475 3634 8439
c12310 3633 5847
c53362 3673 3915
c73366 3668 5715
c73633 3650 6759
c87204 3655 5043
c108496 3643 6627
c165782 3631 7899
c162955 3645 3555
c30965 3613 5511
c166539 3639 8115
c174511 3642 7731
c158435 3646 9435
c165879 3663 8067
c26096 3607 5403
c26070 3647 5439
c163849 3636 3507
c196131 3649 7059
c195299 3649 7491
c163652 3654 3111
c142611 3643 4419
c163083 3647 2979
c138832 3610 4479
c164682 3645 3027
c166878 3594 8619
c160886 3650 11031
c70634 3643 5391
c164008 3641 2931
c70679 3653 5151
c26077 3643 5595
c162252 3650 11019
c8256 3669 5799
c167436 3648 8535
c53981 3624 3843
c165783 3642 7815
c89383 3674 4863
c116296 3626 6027
c165693 3636 8883
c209852 3643 6735
c12316 3647 5847
c160560 3647 10875
c165283 3633 3579
c163366 3654 3183
c175029 3638 7839
c159763 3646 9603
c159982 3647 9519
c72619 3646 5487
c67502 3629 5223
c163951 3646 3147
c165450 3595 3963
c87253 3660 5079
c68245 3638 5259
c69646 3658 5151
c194434 3647 7299
c165632 3653 8895
c105982 3653 9759
c116301 3649 6207
c72705 3669 5703
c158858 3648 9363
c166708 3643 8751
c201119 3624 6291
c88378 3654 4767
c142120 3635 4455
c160103 3653 9411
c174856 3654 7479
c167769 3648 8967
c52418 3657 4155
c88484 3676 4815
c164956 3633 3363
c163320 3614 3675
c26880 3641 5499
c138880 3639 4407
c167959 3648 8547
c166537 3657 8211
c139012 3652 4527
c196061 3649 6927
c67547 3534 5535
c67474 3629 5187
c175066 3644 7503
c162968 3648 3075
c163967 3618 3699
c115825 3671 6159
c196047 3653 7023
c67810 3666 4959
c198854 3648 9735
c53808 3640 3807
c196050 3660 7095
c161454 3641 10863
c51471 3630 4047
c196057 3630 7119
c159922 3649 9399
c75732 3651 5271
c194642 3651 7215
c195995 3645 7011
c194422 3651 7323
c70751 3659 5415
c209870 3651 6615
c200572 3642 3975
c163988 3658 3003
c51844 3660 4131
c73821 3651 5031
c164815 3658 3147
c73625 3616 5619
c158143 3643 9459
c126862 3618 6639
c165747 3585 8847
c87249 3673 4935
c194799 3649 6987
c166705 3608 8643
c167938 3631 8235
c167848 3654 8139
c101733 3639 3951
c74734 3678 4899
c194806 3659 6915
c164929 3646 3447
c158141 3649 9375
c207769 3679 5727
c163112 3657 3207
c25266 3645 5571
c112180 3628 6519
c195944 3650 6963
c8940 3671 3927
c162045 3645 11067
c88665 3679 4863
c145902 3666 4287
c74695 3674 4803
c9415 3659 3939
c166701 3650 8907
c163825 3659 3291
c116312 3624 6267
c71850 3655 5427
c8613 3678 5787
c194646 3647 7179
c209564 3657 5571
c164183 3652 3255
c209845 3623 7779
c164661 3651 3507
c164494 3653 3399
c195844 3663 7335
c70936 3650 6843
c73636 3653 6819
c88673 3650 4911
c142538 3657 4239
c208497 3673 2715
c158604 3641 9591
c163678 3590 3711
c67904 3609 6531
c142612 3670 4251
c159617 3645 9627
c165558 3638 7935
c165986 3658 8979
c207772 3653 6399
c75873 3655 6723
c54994 3667 4035
c67906 3658 5247
c72928 3642 6675
c14190 3645 5451
c162896 3659 3519
c167412 3649 8283
c138891 3638 4551
c116298 3607 6231
c165052 3651 3195
c166704 3638 8763
c166066 3570 9027
c88581 3578 4671
c173406 3651 7767
c88687 3674 4779
c72614 3653 5055
c26072 3618 5463
c162780 3653 10863
c207757 3629 6411
c161141 3651 11091
c165050 3654 3135
c157961 3651 9387
c163847 3647 3363
c208643 3686 2703
c87799 3681 4839
c67829 3623 5367
c74301 3683 4827
c166744 3608 9003
c69580 3642 5463
c165383 3648 3615
c163356 3651 3171
c197586 3660 7707
c9960 3651 3723
c157752 3651 9567
c122592 3625 6531
c167094 3651 8079
c163831 3662 3303
c88574 3660 4719
c142689 3655 4395
c144419 3645 4311
c194887 3655 7167
c111549 3630 6639
c164898 3664 3219
c173460 3654 7575
c174399 3650 7755
c194762 3645 6951
c209874 3634 6603
c11692 3644 5655
c174852 3674 7479
c199701 3655 6903
c145397 3643 4551
c88683 3659 4767
c166123 3628 7971
c163928 3665 3435
c6988 3673 4059
